1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|
Description|EX|Date|DayOfWeek|Symbol|%Change|Last|EPS|PE|Volume|Market Cap|Shares|Net Chng|52Low|Low|Last|Close|Open|High|52High|Bid|Ask|RSI|Div. Payout Per Share (% of EPS) - Current|Open.Int|MarketCapNum|
